CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Swadeshi Polytex,544,Swadeshi Polytex Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
SML ISUZU,547,SML ISUZU Ltd,Automobile,Automobiles - LCVs/HCVs
TCI Industries,548,TCI Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Tanfac Inds.,549,Tanfac Industries Ltd,Chemicals,Aluminium Chemicals
Talbros Auto.,552,Talbros Automotive Components Ltd,Auto Ancillaries,Auto Ancillaries - Others
Tata Chemicals,554,Tata Chemicals Ltd,Chemicals,Chemicals - Inorganic - Large
Tata Power Co.,555,Tata Power Company Ltd,Power Generation & Distribution,Power Generation And Supply
Infomedia Press,556,Infomedia Press Ltd,Media - Print/Television/Radio,Printing & Stationery
TRF,557,TRF Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Material Handling
Tata Consumer,558,Tata Consumer Products Ltd,Plantation & Plantation Products,Tea - Indian - Large
Tayo Rolls,560,Tayo Rolls Ltd,"Castings, Forgings & Fastners",Castings - Steel / Alloy
Tata Motors,562,Tata Motors Ltd,Automobile,Automobiles - LCVs/HCVs
Texmaco Infrast.,563,Texmaco Infrastructure & Holdings Ltd,Realty,Construction - Factories / Offices / Commercial
Thirumalai Chem.,564,Thirumalai Chemicals Ltd,Chemicals,Chemicals - Maleic Anhydride / Phthalic Anhydride
Thomas Cook (I),565,Thomas Cook (India) Ltd,Miscellaneous,Travel Agencies
Tinplate Co.,566,Tinplate Company of India Ltd,Non Ferrous Metals,Metal - Others
Tata Steel,569,Tata Steel Ltd,Steel,Steel - Large
TIL,570,TIL Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Material Handling
Transpek Inds.,573,Transpek Industry Ltd,Chemicals,Chemicals - Speciality - Large
Chola Financial,574,Cholamandalam Financial Holdings Ltd,Finance,Finance - Investment / Others
Tuticorin Alkali,576,Tuticorin Alkali Chemicals & Fertilizers Ltd,Chemicals,Soda Ash
Ultramarine Pig.,577,Ultramarine & Pigments Ltd,Chemicals,Dyes And Pigments - Medium / Small
Unichem Labs.,578,Unichem Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Eveready Inds.,580,Eveready Industries India Ltd,Dry cells,Dry Cells
U B Holdings,587,United Breweries (Holdings) Ltd,Trading,Trading - Medium / Small
Universal Cables,591,Universal Cables Ltd,Cables,Cables - Power - Large
Usha (India),592,Usha (India) Ltd,Trading,Trading - Medium / Small
Jubilant Pharmo,594,Jubilant Pharmova Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
VBC Ferro Alloys,595,VBC Ferro Alloys Ltd,Mining & Mineral products,Ferro Alloys
Swasti Vinayaka,597,Swasti Vinayaka Synthetics Ltd,Trading,Trading - Medium / Small
Voltas,598,Voltas Ltd,Diversified,Diversified - Mega
VST Industries,600,VST Industries Ltd,Tobacco Products,Cigarettes
UB Engineering,601,UB Engineering Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
W S Inds.,602,W S Industries (India) Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Walchan. Inds.,605,Walchandnagar Industries Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
Warren Tea,606,Warren Tea Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Wendt India,607,Wendt India Ltd,Capital Goods-Non Electrical Equipment,Abrasives and Grinding Wheels
West Coast Paper,608,West Coast Paper Mills Ltd,Paper,Paper - Large
Western Ministil,609,Western Ministil Ltd,Steel,Steel - Medium / Small
Wheels India,610,Wheels India Ltd,Auto Ancillaries,Auto Ancillaries - Wheels
Kennametal India,611,Kennametal India Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Tungsten carbide
Willard India,614,Willard India Ltd,Sugar,Sugar - Others
Wipro,615,Wipro Ltd,IT - Software,Computers - Software - Large
WPIL,616,WPIL Ltd,Capital Goods-Non Electrical Equipment,Pumps
Hindustan Hardy,618,Hindustan Hardy Ltd,Auto Ancillaries,Auto Ancillaries - Axles / Shafts
XPRO India,619,XPRO India Ltd,Plastic products,Plastics - Sheets
Z F Steering,620,Z F Steering Gear (India) Ltd,Auto Ancillaries,Auto Ancillaries - Gears
Zenith Steel,621,Zenith Steel Pipes & Industries Ltd,Steel,Steel - Medium / Small
Zuari Global,622,Zuari Global Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
Automotive Axles,625,Automotive Axles Ltd,Auto Ancillaries,Auto Ancillaries - Axles / Shafts
Walchand People,626,Walchand Peoplefirst Ltd,Miscellaneous,Miscellaneous - Medium / Small
Bombay Oxygen,628,Bombay Oxygen Investments Ltd,Finance,Finance - Investment / Others
Skyline Millars,632,Skyline Millars Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Material Handling
Alembic,633,Alembic Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Alkyl Amines,635,Alkyl Amines Chemicals Ltd,Chemicals,Chemicals - Organic - Large
Amines & Plast.,636,Amines & Plasticizers Ltd,Chemicals,Chemicals - Plasticizers
Apollo Hospitals,638,Apollo Hospitals Enterprise Ltd,Healthcare,Hospitals / Medical Services
Amforge Inds.,639,Amforge Industries Ltd,Finance,Finance - Investment / Others
Auto.Prod.India,640,Automobile Products of India Ltd,Trading,Trading - Medium / Small
Bhagwati Auto,641,Bhagwati Autocast Ltd,"Castings, Forgings & Fastners",Castings - Grey Iron
Oswal Green Tech,643,Oswal Green Tech Ltd,Finance,Finance - Investment / Others
British India St,644,British India Steels Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Others
Cimmco,650,Cimmco Ltd,Engineering,Engineering - Heavy - General - Medium / Small
Delton Cables,651,Delton Cables Ltd,Cables,Cables - Power - Medium / Small
Dynamatic Tech.,653,Dynamatic Technologies Ltd,Capital Goods-Non Electrical Equipment,Hydraulics
Empire Inds.,654,Empire Industries Ltd,Glass & Glass Products,Glass - Containers / Others
Garware Marine,655,Garware Marine Industries Ltd,Ship Building,Ship - Breaking / Repairing
Global Offshore,657,Global Offshore Services Ltd,Shipping,Shipping - medium / small
Godfrey Phillips,658,Godfrey Phillips India Ltd,Tobacco Products,Cigarettes
Grauer & Weil,662,Grauer & Weil (India) Ltd,Chemicals,Chemicals - Speciality - Large
HB Leasing &Fin.,667,HB Leasing & Finance Co Ltd,Finance,Finance - Small
Indo National,670,Indo National Ltd,Dry cells,Dry Cells
Nalwa Sons Invst,672,Nalwa Sons Investments Ltd,Finance,Finance - Small
JBF Industries,674,JBF Industries Ltd,Textiles,Textiles - Manmade - PFY / PSF - From Chips
Informed Techn.,676,Informed Technologies India Ltd,IT - Software,IT Enabled Services / Business Process Outsourcing
Lak. Electrical,677,Lakshmi Electrical Control Systems Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Lyka Labs,681,Lyka Labs Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Majestic Auto,683,Majestic Auto Ltd,Auto Ancillaries,Auto Ancillaries - Others
Modern Denim,684,Modern Denim Ltd,Textiles,Textiles - Denim Fabric
Muller & Phipps,690,Muller & Phipps (India) Ltd,Trading,Trading - Medium / Small
NESCO,695,NESCO Ltd,Miscellaneous,Miscellaneous - Medium / Small
Marathon Nextgen,700,Marathon Nextgen Realty Ltd,Realty,Construction - Factories / Offices / Commercial
RSWM Ltd,702,RSWM Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Rico Auto Inds,703,Rico Auto Industries Ltd,Auto Ancillaries,Auto Ancillaries - Others
Motorol Spec Oil,704,Motorol Speciality Oils Ltd,Chemicals,Lubricants
Ruchi Soya Inds.,706,Ruchi Soya Industries Ltd,Edible Oil,Solvent Extraction - Large
Duroply Indust.,710,Duroply Industries Ltd,Miscellaneous,Decoratives - Wood-based
Safari Inds.,711,Safari Industries (India) Ltd,Plastic products,Moulded Luggage
Simplex Realty,713,Simplex Realty Ltd,Realty,Construction - Factories / Offices / Commercial
SM Dyechem,720,SM Dyechem Ltd,Trading,Trading - Medium / Small
V I P Inds.,722,V I P Industries Ltd,Plastic products,Moulded Luggage
Vindhya Telelink,723,Vindhya Telelinks Ltd,Cables,Cables - Telephone
Welcast Steels,724,Welcast Steels Ltd,Capital Goods-Non Electrical Equipment,Abrasives and Grinding Wheels
Weston Elect.,725,Weston Electroniks  Ltd,Consumer Durables,Electronics - TV / Audio / VCR / VCP
VCCL,726,VCCL Ltd,Automobile,Automobiles - Scooters and 3-Wheelers
Andrew Yule & Co,730,Andrew Yule & Company Ltd,Diversified,Diversified - Medium / Small
Asiatic Oxygen,731,Asiatic Oxygen Ltd,Chemicals,Industrial Gas
Assambrook,732,Assambrook Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Balmer Lawrie,737,Balmer Lawrie & Company Ltd,Diversified,Diversified - Large
Dhunseri Vent.,740,Dhunseri Ventures Ltd,Petrochemicals,Petrochemicals - Polymers - Large
Jardine Hender,743,Jardine Henderson Ltd,Miscellaneous,Miscellaneous - Medium / Small
Kanoria Chem.,744,Kanoria Chemicals & Industries Ltd,Chemicals,Chlor-Alkali
Kelvin Jute Co.,745,Kelvin Jute Company Ltd,Textiles,Textiles - Jute - Yarn / Products
Williamson Magor,746,Williamson Magor & Company Ltd,Finance,Finance - Equipment - Leasing & Maintenance
Williamson Fin.,747,Williamson Financial Services Ltd,Finance,Finance - Small
Methoni Tea Co,748,Methoni Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Monotype India,751,Monotype India Ltd,Finance,Finance - Investment / Others
McNally Bharat,753,McNally Bharat Engineering Company Ltd,Engineering,Engineering - Turnkey Services
National Standar,755,National Standard (India) Ltd,Construction,Construction - Factories / Offices / Commercial
Oriental Carbon,756,Oriental Carbon & Chemicals Ltd,Chemicals,Carbon Black
Bhatpara Jute,757,Bhatpara Jute & Properties Ltd,Textiles,Textiles - Jute - Yarn / Products
Rydak Syndicate,760,Rydak Syndicate Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Southern Agrifu.,761,Southern Agrifurane Industries Ltd,Alcoholic Beverages,Distilleries
Stewarts & Lloyd,762,Stewarts & Lloyds of India Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Stone India,764,Stone India Ltd,Engineering,Engineering - Light - General - Medium / Small
Triveni Glass,768,Triveni Glass Ltd,Glass & Glass Products,Glass - Sheet / Float
Binny,769,Binny Ltd,Realty,Construction - Civil / Turnkey - Medium / Small
Cochin Malabar,770,Cochin Malabar Estates & Industries Ltd,Plantation & Plantation Products,Rubber - Products
Peria Kara. Tea,771,Peria Karamalai Tea & Produce Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Sakthi Sugars,780,Sakthi Sugars Ltd,Sugar,Sugar - Integrated
TTK Healthcare,781,TTK Healthcare Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Amrit Corp,782,Amrit Corp Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Lumax Industries,792,Lumax Industries Ltd,Auto Ancillaries,Auto Ancillaries - Lamps
Sh. Vindhya Pap.,793,Shree Vindhya Paper Mills Ltd,Paper,Paper - Medium / Small
Intl. Data Mgt.,795,International Data Management Ltd,IT - Software,IT Enabled Services / Business Process Outsourcing
Govind Rubber,797,Govind Rubber Ltd,Tyres,Tyres - Cycles
Gujarat Hotels,798,Gujarat Hotels Ltd,Hotels & Restaurants,Hotels - Small
Varun Shipping,799,Varun Shipping Company Ltd,Shipping,Shipping - medium / small
Ador Welding,800,Ador Welding Ltd,Capital Goods-Non Electrical Equipment,Electrodes - Welding Equipment
Bajaj Steel Inds,801,Bajaj Steel Industries Ltd,Steel,Steel - Medium / Small
Ledo Tea,805,Ledo Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Oricon Enterpris,807,Oricon Enterprises Ltd,Petrochemicals,Petrochemicals - Others
Mangalam Timber,808,Mangalam Timber Products Ltd,Miscellaneous,Decoratives - Wood-based
Sudarshan Chem.,809,Sudarshan Chemical Industries Ltd,Chemicals,Dyes And Pigments - Large
Windsor Machines,810,Windsor Machines Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Plastic Machinery
Uniphos Enter.,811,Uniphos Enterprises Ltd,Trading,Trading - Medium / Small
Balasore Alloys,814,Balasore Alloys Ltd,Mining & Mineral products,Ferro Alloys
B & A,815,B & A Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Dr Reddy's Labs,818,Dr Reddys Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg
Khoday India,819,Khoday India Ltd,Alcoholic Beverages,Distilleries
Acrow India,823,Acrow India Ltd,Engineering,Engineering - Heavy - Material Handling
Austin Engg Co,824,Austin Engineering Company Ltd,Auto Ancillaries,Bearings - Medium / Small
Disa India,825,Disa India Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
BSL,829,BSL Ltd,Textiles,Textiles - Weaving
Rishi Techtex,830,Rishi Techtex Ltd,Packaging,Packaging - Polysacks
Rajas. Petro Syn,831,Rajasthan Petro Synthetics Ltd,Logistics,Transport - Road
Regency Ceramics,833,Regency Ceramics Ltd,Ceramic Products,Ceramics - Tiles
Evergreen Tex.,840,Evergreen Textiles Ltd,Textiles,Textiles - Weaving
IFB Agro Inds.,841,IFB Agro Industries Ltd,Alcoholic Beverages,Breweries
Adhunik Synth.,842,Adhunik Synthetics Ltd,Textiles,Textiles - Weaving
Himatsing. Seide,843,Himatsingka Seide Ltd,Textiles,Textiles - Others
Rama Petrochem,846,Rama Petrochemicals Ltd,Petrochemicals,Petrochemicals - Others
Mrinal Texturis,848,Mrinal Texturising Industries Ltd,Textiles,Textiles - Texturising
T N Petro Prod.,850,Tamil Nadu Petro Products Ltd,Chemicals,Chemicals - Organic - Large
Cosmo Ferrites,854,Cosmo Ferrites Ltd,Consumer Durables,Electronics - Soft Ferrites
Futuristic Sec.,855,Futuristic Securities Ltd,Finance,Finance - Small
SOL Pharma.,857,SOL Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
TGV Sraac,860,TGV Sraac Ltd,Chemicals,Chlor-Alkali
Paramount Cosmet,866,Paramount Cosmetics (India) Ltd,FMCG,Personal Care - Indian - Medium / Small
INEOS Styrolut.,872,INEOS Styrolution India Ltd,Petrochemicals,Petrochemicals - Polymers - Large
Bharat Agri Fert,874,Bharat Agri Fert & Realty Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
Bombay Cycle,878,Bombay Cycle & Motor Agency Ltd,Trading,Trading - Medium / Small
C J Gelatine,881,C J Gelatine Products Ltd,Chemicals,Chemicals - Gelatine
Debikay Inform.,884,Debikay Information Technology Ltd,Capital Goods-Non Electrical Equipment,Hydraulics
EMA India,888,EMA India Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
GMM Pfaudler,890,GMM Pfaudler Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - Glass-lined Equipment
J L Morison(I),892,J L Morison (India) Ltd,Trading,Trading - Medium / Small
Fluidomat,897,Fluidomat Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Gandhi Spl. Tube,900,Gandhi Special Tubes Ltd,Steel,Steel - Medium / Small
Gontermann Peip,901,Gontermann Peiper (India) Ltd,"Castings, Forgings & Fastners",Castings - Steel / Alloy
Govind Poy Oxyg,903,Govind Poy Oxygen Ltd,Chemicals,Industrial Gas
Gujchem Distill,906,Gujchem Distillers India Ltd,Chemicals,Chemicals - Alcohol-based
Hind.Ever.Tools,907,Hindustan Everest Tools Ltd,Capital Goods-Non Electrical Equipment,Machine Tools - Others
Hind.Transmissn,913,Hindustan Transmission Products Ltd,Non Ferrous Metals,Metal - Copper / Copper Alloy Products
IST,915,IST Ltd,Auto Ancillaries,Auto Ancillaries - Others
Jindal Hotels,918,Jindal Hotels Ltd,Hotels & Restaurants,Hotels - Small
Kaira Can,919,Kaira Can Company Ltd,Packaging,Packaging - Metallic
Kanpur Plastipa.,920,Kanpur Plastipack Ltd,Packaging,Packaging - Polysacks
RPG Cables,921,RPG Cables Ltd(merged),Cables,Cables - Power - Medium / Small
Kemp & Co.,922,Kemp & Co Ltd,Trading,Trading - Medium / Small
Kesar Enterprise,925,Kesar Enterprises Ltd,Sugar,Sugar - Integrated
Miven Mach. Tool,926,Miven Machine Tools Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Lime Chemicals,927,Lime Chemicals Ltd,Chemicals,Chemicals - Calcium Carbonate
Twilight Litaka,929,Twilight Litaka Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Mac Charles(I),932,Mac Charles (India) Ltd,Hotels & Restaurants,Hotels - Small
Vardhman Textile,941,Vardhman Textiles Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Munjal Showa,942,Munjal Showa Ltd,Auto Ancillaries,Auto Ancillaries - Shock Absorbers
Nahar Spinning,946,Nahar Spinning Mills Ltd,Textiles,Textiles - Hosiery / Knitwear
Integra Engg.,950,Integra Engineering India Ltd,Textiles,Textile machinery
Planter's Poly,954,Planters Polysack Ltd,Packaging,Packaging - Polysacks
Fiberweb (India),955,Fiberweb (India) Ltd,Textiles,Textiles - Others
Rain Industries,956,Rain Industries Ltd,Trading,Trading - Medium / Small
Remi Edelstahl,957,Remi Edelstahl Tubulars Ltd,Steel,Steel - Tubes / Pipes
Rajkamal Synth.,960,Rajkamal Synthetics Ltd,Textiles,Textiles - Weaving
Ravalgaon Sugar,964,Ravalgaon Sugar Farm Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Sakthi Finance,965,Sakthi Finance Ltd,Finance,Finance - Medium
Jindal Saw,967,Jindal Saw Ltd,Steel,Steel - Large
Shah Foods,968,Shah Foods Ltd,FMCG,Food - Processing - Others
Shanthi Gears,969,Shanthi Gears Ltd,Auto Ancillaries,Auto Ancillaries - Gears
Shiva Suitings,971,Shiva Suitings Ltd,Trading,Trading - Medium / Small
Sh. Rajas. Synt.,972,Shree Rajasthan Syntex Ltd,Textiles,Textiles - Spinning - Synthetic / Blended
Shruti Synthetic,974,Shruti Synthetics Ltd,Textiles,Textiles - Spinning - Synthetic / Blended
STI India,976,STI India Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Winsome Diamonds,978,Winsome Diamonds & Jewellery Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
Jhagadia Copper,979,Jhagadia Copper Ltd,Non Ferrous Metals,Metal - Others
Tainwala Chem.,980,Tainwala Chemicals & Plastics (India) Ltd,Plastic products,Plastics - Sheets
Mangal Credit,982,Mangal Credit & Fincorp Ltd,Finance,Finance - Investment / Others
Tata Constn.,983,Tata Construction & Projects Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Vardhman Hold.,986,Vardhman Holdings Ltd,Finance,Finance - Investment / Others
Unitech,987,Unitech Ltd,Realty,Construction - Housing - Large
Universal Prime,991,Universal Prime Aluminium Ltd,Non Ferrous Metals,Aluminium - Sheets / Coils / Wires / Others
Banco Products,992,Banco Products (India) Ltd,Auto Ancillaries,Auto Ancillaries - Others
Natl. Steel&Agro,994,National Steel & Agro Industries Ltd,Steel,Steel - Medium / Small
Hind.Fluoro Carb,996,Hindustan Fluoro Carbons Ltd,Petrochemicals,Petrochemicals - Polymers - Medium / Small
Addi Industries,997,Addi Industries Ltd,Textiles,Textiles - Hosiery / Knitwear
Loyal Textile,1000,Loyal Textile Mills Ltd,Textiles,Textiles - Composite/Cotton/Blended/Fabric - LARGE
Sagar Cements,1003,Sagar Cements Ltd,Cement,Cement - Mini - South India
Bluechip Tex Ind,1011,Bluechip Tex Industries Ltd,Textiles,Textiles - Texturising
Tirupati Inds.,1012,Tirupati Industries (India) Ltd,Edible Oil,Solvent Extraction - Medium / Small
Dewan Rubber,1016,Dewan Rubber Industries Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Titan Company,1019,Titan Company Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Large
