CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Electrost.Cast.,10.8,16.0,63.0,25.2,42.93,65.65,39.14,64.64,113.93,260.98,662.56,162.23,294.74,349.87,476.47,680.55,764.49,789.71,1248.23,426.35,1732.04,1022.88,660.14,506.54,563.14,678.22,674.65,1233.28,870.97,810.96,397.02,1082.39,2348.69,1909.87
Elgi Equipments,25.0,25.0,90.0,30.0,49.0,90.0,105.0,102.0,58.2,72.54,61.5,63.9,121.6,127.47,408.6,343.3,590.41,400.38,374.58,263.53,713.97,1437.18,1189.2,1188.41,1640.8,2313.44,2053.57,3432.12,4036.63,3873.42,1773.11,6027.61,8859.19,13931.32
Elpro Internatio,31.45,27.63,20.88,20.01,60.9,39.59,32.19,15.31,17.62,9.84,30.53,9.59,8.62,5.7,6.84,42.61,62.62,73.59,234.96,102.7,327.33,173.34,160.17,157.64,145.22,322.24,196.11,379.77,738.93,785.54,555.89,701.64,1021.96,1016.87
Eicher,39.06,72.15,180.9,103.25,79.92,58.32,53.73,145.73,90.88,82.48,57.68,24.29,31.37,50.09,182.36,170.5,92.35,295.15,,,,,,,,,,,,,,,,
GE T&D India,,,,,,278.6,278.6,285.57,204.97,202.38,115.42,65.82,76.19,91.55,137.42,280.83,1413.9,4174.49,11491.15,4893.18,6441.35,7758.8,4495.08,3520.75,6319.31,14800.97,11386.54,8463.73,10364.9,7031.13,1858.92,2985.54,2342.86,3038.03
EPL Ltd,,5.88,37.57,34.78,133.86,252.08,319.41,144.5,273.78,412.95,638.82,538.06,738.04,605.12,875.41,830.45,1113.11,1235.57,1208.17,283.13,679.64,801.01,436.91,483.87,908.04,1959.04,2530.1,3725.45,3780.81,3680.47,4876.87,7436.3,6113.68,5151.82
Everest Inds.,,54.23,172.55,104.76,236.88,271.43,207.2,158.36,101.01,59.94,100.05,38.04,36.85,34.71,102.93,217.63,272.54,130.76,143.56,73.11,258.91,219.11,191.82,308.13,223.44,488.4,365.18,350.33,754.35,728.42,207.42,447.82,1116.51,1184.54
Excel Industries,,150.15,508.2,436.59,545.25,479.82,300.03,249.29,228.13,158.41,152.74,65.24,71.9,70.31,80.77,65.45,64.2,44.85,57.93,28.83,63.49,80.82,74.88,65.4,75.21,338.36,280.18,478.19,1089.56,1442.68,561.97,1057.13,1723.5,1000.69
FGP,,,51.45,24.5,20.83,30.63,101.15,55.34,11.36,17.14,5.95,1.43,1.43,1.49,1.94,3.92,7.19,5.45,6.57,1.96,5.03,4.14,3.37,3.06,2.32,2.34,3.07,1.88,1.19,3.53,1.94,2.02,9.65,6.35
Finolex Cables,74.52,72.9,251.1,291.6,712.8,740.05,465.69,252.7,330.13,681.84,892.84,527.46,479.73,241.05,359.59,548.48,1071.26,1322.16,1090.46,295.94,793.76,720.34,476.41,695.87,1676.22,4338.89,4287.65,7900.85,10236.23,7300.56,3110.02,5824.69,5777.28,12416.38
First Leasing Co,24.41,22.05,34.49,45.98,87.78,56.0,41.58,35.34,36.9,38.97,40.11,,36.01,39.43,49.34,82.27,111.22,91.5,95.95,68.26,120.1,159.99,130.02,103.81,,,,,,,,,,
Nestle India,444.02,444.02,805.64,1208.46,1656.79,2571.2,1934.83,2031.96,2622.51,4406.2,4145.88,5291.78,4975.05,5044.95,6647.86,5637.43,9026.44,10957.16,14461.39,14006.79,24566.24,36591.69,40231.39,48115.3,51073.82,61511.3,56153.48,58136.75,75638.13,107091.35,142598.36,177331.16,190021.41,188963.23
Foods & Inns,15.9,14.7,34.13,9.45,21.0,14.7,6.83,6.3,5.25,9.4,6.03,4.31,3.08,5.01,3.42,9.56,12.47,25.13,24.85,25.11,37.91,,33.22,23.36,19.96,105.93,68.92,183.08,273.18,303.29,173.42,273.84,417.05,605.15
GKW,,91.43,264.66,108.27,109.04,169.61,96.92,48.46,30.33,20.76,19.28,6.23,3.71,5.04,14.71,31.14,262.8,230.29,583.77,16.48,262.92,328.95,251.49,244.77,238.8,304.86,347.96,258.38,334.32,466.35,275.22,300.29,321.9,298.02
Graviss Hospital,,,,,2.96,4.44,9.99,7.13,4.78,,,,17.9,,,29.13,66.69,208.77,458.16,472.42,243.78,218.71,171.16,209.63,133.99,113.89,130.46,179.47,105.78,145.97,116.36,104.72,141.74,157.96
Delta Manufact.,13.61,11.66,71.28,21.06,24.3,37.26,19.93,9.96,10.45,7.29,10.33,3.55,3.28,3.01,4.08,9.74,8.63,5.25,7.58,6.42,6.2,17.64,14.19,16.69,13.41,20.84,18.86,23.49,35.78,50.96,30.27,33.37,73.9,74.06
Gabriel India,,13.2,62.44,55.75,100.35,162.79,118.19,171.12,83.42,44.92,34.22,19.61,24.96,48.48,106.19,130.03,243.04,213.61,123.86,53.78,259.92,297.61,310.89,275.8,424.47,1233.9,1286.33,1743.12,1965.77,2085.71,768.5,1482.41,1607.38,1948.53
Gajra Bevel,8.8,10.35,33.36,5.73,5.84,17.72,7.09,5.26,2.52,0.94,2.41,1.35,2.21,1.03,2.21,25.52,8.44,8.74,5.55,4.79,5.31,2.95,2.49,1.83,1.03,2.27,2.82,2.62,,0.57,0.34,,,
Gammon India,,24.3,43.2,24.84,39.96,64.8,75.6,56.16,38.99,93.44,69.12,69.76,85.76,117.89,563.2,1193.54,4735.42,2632.68,3397.87,507.21,3027.54,1609.43,592.88,314.63,681.6800000000001,,455.35,357.38,155.22,,,,,
Garware Tech.,17.89,23.08,56.8,22.72,102.24,119.81,125.75,50.4,42.91,37.92,34.13,25.95,28.34,39.42,50.9,78.44,95.51,165.06,227.96,79.55,141.43,139.65,115.35,101.0,136.07,399.79,736.99,1557.13,2012.27,2476.83,2333.94,5296.91,5838.45,5924.04
Genelec,4.97,4.86,11.88,2.16,2.59,3.24,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaxosmi. Pharma,,212.0,600.0,435.0,1270.33,,1129.84,1494.5,2439.02,3676.47,4368.42,2716.7,2140.56,2276.11,4282.97,6718.73,9488.52,9862.89,8723.68,9715.09,13637.12,19841.82,16402.16,18343.48,25347.32,28820.45,32191.51,23167.14,17663.34,22020.24,21095.29,24401.25,28171.38,22431.9
Goa Carbon,,18.98,103.5,20.7,32.2,21.85,12.65,9.14,15.99,13.39,9.29,7.13,5.84,13.11,20.79,50.14,59.48,49.59,44.62,47.12,98.27,67.71,69.86,60.89,63.27,65.19,68.17,106.55,880.46,418.25,112.45,251.4,477.36,372.86
Federal-Mogul Go,58.91,72.77,117.81,73.68,125.87,219.18,151.74,100.53,113.81,65.75,68.92,45.52,69.29,45.52,197.14,426.77,576.36,1088.73,586.51,221.96,800.79,999.95,1159.33,1151.82,1085.9,2387.64,1802.41,3057.42,2338.41,3115.28,1752.35,1564.04,1478.37,1694.77
Forbes & Co,,143.44,452.1,164.4,348.6,535.35,273.9,208.54,124.5,59.76,70.9,49.92,73.21,78.31,168.82,322.64,705.92,514.71,611.46,467.11,502.52,489.1,572.76,812.7,645.0,2226.54,1565.74,2277.37,3992.29,2834.45,992.14,2224.67,529.42,754.26
Goodyear India,,,59.84,48.62,44.88,56.1,46.38,63.58,136.11,140.73,276.84,108.43,69.9,66.33,121.12,159.64,180.52,412.95,428.41,166.45,442.14,652.88,684.14,842.29,853.94,1447.18,1108.97,1949.76,2565.04,2179.54,1394.7,2056.58,2047.46,2463.88
Kansai Nerolac,,21.06,178.75,78.65,196.63,241.43,274.69,329.33,242.35,238.68,217.11,137.78,183.68,226.59,678.25,1326.01,2297.56,1711.98,1972.07,1203.86,3516.71,4796.12,4888.81,6670.21,6300.78,11651.44,15170.59,20368.47,27172.33,24642.1,20810.38,32370.21,25178.33,20802.3
Goodricke Group,,324.0,777.6,278.1,432.0,253.8,144.72,112.32,247.32,227.02,156.38,116.64,57.35,60.48,117.07,127.55,154.22,187.81,210.06,112.97,363.42,321.3,226.58,321.41,326.16,342.14,365.04,588.17,646.7,470.88,225.83,451.12,433.4,355.86
Saregama India,,,,,,,32.25,,10.83,46.49,1077.54,188.15,187.97,48.57,46.93,138.32,430.64,282.69,167.38,74.82,117.3,96.06,174.55,101.46,111.38,215.8,470.05,403.49,1145.26,1031.14,341.99,2778.2,9318.4,6381.2
GE Shipping Co,,270.58,1733.0,1121.69,1562.85,1366.81,1293.93,1028.03,1127.24,624.09,442.62,692.4,608.72,726.11,2416.24,2928.38,4973.58,3088.8,5716.98,2861.53,4477.33,4002.18,3712.83,3500.31,5139.24,5513.92,4677.1,6291.93,4995.24,4266.24,3044.41,4590.5,4926.83,9187.07
Greaves Cotton,,67.79,236.64,274.8,346.39,272.69,210.0,213.31,174.63,86.21,84.82,29.91,61.6,88.39,233.24,692.59,1598.29,1644.2,858.39,575.35,1675.75,2327.29,2113.61,1554.38,1974.41,3564.2,3015.95,4265.07,2781.52,3410.35,1610.36,2954.82,4419.74,2923.41
Grindwell Norton,21.76,26.04,64.82,24.89,41.67,85.66,104.18,231.13,180.61,139.71,117.64,95.5,89.27,119.37,360.95,440.94,545.85,673.18,948.59,453.4,912.89,1211.55,1537.62,1294.32,1558.38,3818.73,3737.63,3916.17,5592.47,6570.68,5086.48,10544.97,19922.96,20758.89
Golden Tobacco,,37.0,180.0,80.0,135.14,111.86,32.0,,13.6,16.96,13.2,9.52,7.36,7.52,21.68,88.16,357.59,273.33,396.97,71.41,194.24,142.2,61.64,39.53,36.63,64.8,65.6,131.11,98.62,77.04,32.84,70.7,,
Him Teknoforg.,,,,,,,2.01,1.31,0.93,,,,,,,1.19,3.01,4.41,8.58,,9.18,12.25,28.72,33.77,35.53,34.44,31.54,40.22,214.66,110.28,18.88,59.78,71.38,59.31
G N F C,,351.55,1780.0,489.5,933.68,878.88,769.02,331.04,358.14,235.1,544.91,315.66,388.17,407.21,749.98,1022.43,1685.98,1360.8,2098.17,937.18,1737.6,1489.7,1267.45,1167.98,1207.61,1053.75,1269.0,4467.55,5656.51,4769.84,1782.67,4672.7,13126.0,7917.09
Setco Automotive,1.04,,2.61,,1.22,1.31,,,,,,,,,,,,158.67,171.55,121.72,158.85,216.71,346.1,293.9,234.12,643.13,388.77,460.91,688.69,440.47,75.58,187.94,185.27,71.16
Guj. Themis Bio.,3.06,3.13,80.0,15.0,65.0,70.31,38.25,23.2,8.7,31.32,13.05,6.32,2.9,3.54,9.8,28.13,14.79,11.6,7.64,6.54,15.3,8.67,7.49,11.61,14.18,55.06,73.81,75.33,60.58,57.1,141.22,295.88,591.97,997.25
Gujarat Alkalies,149.55,261.49,662.67,344.77,756.79,446.87,472.5,248.44,238.13,68.44,72.29,75.05,52.79,81.47,281.28,977.49,1124.37,855.94,1096.46,433.3,921.67,928.28,892.66,1581.9,1340.65,1170.27,1211.76,2988.27,5137.13,3625.73,1640.65,2530.74,6579.49,4322.31
Ambuja Cements,,333.0,715.0,738.13,1795.2,1482.26,2750.77,2549.2,1921.65,2354.56,2869.04,2726.32,3002.92,3187.17,5103.03,7976.21,,21432.38,22364.06,10612.52,15800.77,21884.5,23843.8,30990.51,28250.41,35442.69,31550.07,40944.0,53850.7,44557.88,38978.22,49412.78,74968.04,72565.4
Guj. Carbon Inds,,68.09,136.18,,,13.0,2.85,1.49,,,,,,,,,5.53,4.95,7.68,3.02,4.42,3.29,2.95,1.36,1.26,0.87,1.46,,,,,,,
Guj. Petrosynth.,16.36,17.96,39.9,13.17,17.96,14.96,7.25,5.18,2.51,3.63,2.85,5.05,4.2,,7.35,14.93,16.07,10.84,,,,,,,19.26,8.63,8.77,11.52,13.01,13.19,3.34,19.46,24.29,17.91
G S F C,,1039.14,3007.5,1398.49,1729.52,1097.58,725.07,694.35,798.1,303.68,302.88,152.04,195.14,123.71,478.86,895.87,1340.01,1393.88,1369.17,702.91,1768.84,2735.95,3360.36,2329.1,2243.43,3317.33,2574.16,5210.09,4554.6,4154.13,1458.43,3239.62,6455.34,4741.88
Grasim Inds,,1066.12,3660.25,2866.2,4383.6,4193.98,4049.36,2467.58,2265.11,1141.05,2777.6,2283.5,2647.89,3031.53,9803.65,11125.07,18865.23,19170.49,23602.27,14454.53,25796.46,22569.66,24113.77,25806.7,26506.31,33270.24,35857.51,48989.89,69293.52,56435.09,31271.76,95554.69,109589.73,107489.04
Malanpur Steel,,93.33,545.19,284.75,542.15,408.47,262.99,157.79,117.51,72.74,,,,,,,,,,,,,,,,,,,,,,,,
H D F C,,64.0,945.0,844.15,2583.0,2025.0,3859.16,3275.53,3786.51,2715.71,4542.86,6489.71,8332.27,8107.08,15884.79,18101.79,33342.46,38464.86,67708.04,40141.58,77888.64,102521.64,99487.35,127689.85,137919.88,206482.23,174659.91,238682.09,305747.53,338658.38,282402.28,450797.19,433069.0,482002.06
GlaxoSmith C H L,,,662.92,638.1,879.16,921.7,745.87,992.6,1483.93,2384.72,2348.42,1988.55,1792.51,1185.55,1468.72,1489.37,2354.73,2344.42,3094.14,2411.72,5467.8,9726.8,10687.87,16087.53,18122.6,26496.33,25383.84,21702.12,25635.99,30336.2,,,,
Harri. Malayalam,,166.08,188.83,146.48,244.9,155.64,106.2,58.59,80.56,63.72,38.08,20.96,14.1,17.35,42.46,128.57,290.93,124.42,116.94,75.96,248.1,141.31,129.4,86.3,88.7,81.69,92.21,154.51,135.77,130.42,98.11,256.78,243.67,198.63
Hero Motocorp,28.76,117.85,431.46,183.77,535.33,448.88,578.55,598.6,1744.88,3495.75,3874.18,2802.61,6663.57,3762.11,9793.67,10945.87,17738.24,13681.59,13782.43,21369.56,38790.3,31681.42,41032.79,30789.82,45385.97,52769.42,58776.78,64379.27,70807.7,51035.21,31842.45,58238.93,45892.81,46905.38
Hilton Rubber,,,,9.5,11.59,10.29,6.17,5.61,1.16,0.75,,,,,,,,,,,,,,,,,,,,,,,,
A B B,,,276.08,221.85,899.46,1697.56,1568.53,1719.95,1946.74,2092.75,1035.5,1089.14,864.59,1053.82,2855.47,4111.45,8175.21,15729.96,32047.96,9608.99,16258.67,16788.44,12366.97,14842.06,14681.01,27255.66,23693.48,22019.4,29656.58,28226.2,27211.15,25686.47,47358.34,56858.2
Novartis India,,,,531.2,863.2,770.24,743.68,1002.95,1115.1,2969.35,2819.61,859.47,787.49,694.17,1209.53,1586.33,1881.33,1002.43,978.46,1157.27,1831.95,2076.76,2460.12,1913.76,1420.46,1797.75,2072.61,1903.02,1511.82,1693.29,1240.1,1362.93,1457.87,1395.77
Hind.Construct.,,11.34,22.05,10.88,48.56,125.87,94.19,54.61,28.06,51.9,67.13,61.62,82.16,114.43,214.13,1097.77,4436.1,2291.71,3381.84,1004.3,4062.88,2204.63,1558.96,834.08,1028.79,2108.62,1527.15,3992.28,2264.48,2271.06,603.7,1221.01,2375.45,2071.34
Hind.Dorr-Oliver,,38.0,99.75,27.31,87.88,48.69,38.0,20.66,11.4,11.4,8.55,5.27,8.31,6.94,9.88,46.53,492.8,216.9,345.78,137.88,749.16,563.4,258.12,100.8,56.81,112.68,75.96,68.18,,,,,,
Hindustan Motors,64.51,56.61,399.16,271.59,435.66,349.6,338.85,155.98,137.69,71.17,138.02,81.44,126.59,122.56,186.9,517.64,643.07,546.37,518.97,212.26,337.65,246.61,169.35,137.29,133.78,131.04,107.04,186.54,147.1,153.16,63.43,133.96,252.06,270.42
Bajaj Hindusthan,263.2,490.0,92.0,63.29,270.63,161.51,66.35,35.79,59.06,59.54,87.3,56.75,45.83,120.47,647.77,2469.63,4589.14,2414.41,1457.13,3260.27,2539.88,2464.89,2026.9,,1046.7,1166.75,2238.1,1512.17,1000.93,897.78,307.19,701.67,1815.13,1647.79
HEG,,64.35,149.76,70.08,170.82,292.25,128.99,76.59,70.54,87.07,121.13,118.91,103.8,106.22,362.99,579.25,685.27,669.35,1179.36,404.55,1434.89,909.06,858.94,683.12,804.0,870.33,556.24,890.51,12713.27,8082.48,1871.11,5650.96,5303.22,3553.49
Hindalco Inds.,481.95,978.94,2520.05,2655.75,3188.43,4272.89,5473.14,6787.94,4989.49,3470.3,5474.29,5744.99,5733.79,4943.06,11256.2,12002.48,21151.43,15105.68,20216.47,8826.63,34773.75,39946.04,24783.2,17518.59,29255.21,26669.22,18151.22,43765.89,48087.11,46111.96,21485.12,73432.87,127998.96,91067.56
Hind.Composites,,,93.5,28.88,22.0,34.38,15.95,13.75,13.2,16.5,,13.75,8.53,6.22,10.45,36.27,108.05,144.35,136.95,48.95,219.97,255.59,219.65,150.06,201.77,530.99,419.8,881.71,581.01,315.02,159.8,391.23,391.45,360.88
Hind. Unilever,,1353.14,2309.84,5179.63,8049.43,8429.33,9100.42,11780.23,27555.17,33131.93,49403.25,45409.38,49229.84,40006.81,45058.56,31587.22,43418.67,47786.09,46576.73,51925.22,52074.79,61459.37,88595.79,100794.13,130551.16,188848.84,188154.31,196901.7,289159.41,369688.22,497513.66,571132.94,481396.0,601201.69
Sanofi India,,3353.0,670.6,215.55,691.2,713.93,587.27,739.26,890.69,1503.86,1070.9,1113.39,957.47,678.46,1603.92,3042.03,3813.08,3112.73,2678.62,2195.45,3904.05,4489.81,5343.65,5275.25,6362.04,8275.6,10035.9,9895.53,10857.26,14630.27,16156.81,19156.01,18177.58,13471.74
HLV,,27.87,193.25,83.24,512.84,458.22,417.31,265.11,214.38,98.19,76.1,136.74,89.65,84.52,300.34,1083.3,2560.66,2068.13,1516.87,702.71,1853.11,1508.54,1285.56,841.49,715.79,872.56,842.23,760.57,1081.4,696.13,201.78,361.94,605.86,602.56
Hil Ltd,,,170.7,45.37,89.63,118.31,102.17,75.82,50.91,21.51,16.67,9.25,6.63,5.2,16.7,126.3,296.87,108.58,106.9,85.79,427.2,262.63,245.84,278.52,225.33,456.93,375.98,584.57,1207.03,1381.34,474.76,2282.45,2991.62,1809.54
Zensar Tech.,,22.6,60.27,15.07,26.56,87.2,61.04,27.9,177.02,1001.67,1294.05,104.9,318.72,154.06,182.01,471.15,495.17,575.08,265.96,186.77,587.19,683.49,781.38,1065.53,1638.22,2844.45,4150.28,4150.59,4051.58,5216.41,1949.86,6187.64,8312.9,6201.95
Futura Polyester,99.36,74.52,184.0,77.83,217.89,190.35,100.44,19.41,20.09,42.69,24.61,17.74,17.07,17.24,51.26,133.23,88.33,92.52,108.25,24.22,46.39,33.47,,16.24,,,,,,,,,,
GOCL Corpn.,,39.31,94.35,23.59,47.18,42.35,21.56,19.25,19.64,26.88,16.4,26.0,49.6,54.09,126.56,306.87,1427.57,1296.7,737.92,201.12,617.11,796.17,743.63,637.53,1079.74,734.66,671.21,1842.36,2459.29,1504.77,634.53,1094.31,1355.56,1451.73
Akzo Nobel,167.57,163.48,817.4,214.57,653.92,602.83,735.66,564.01,817.4,889.33,551.75,250.94,289.36,441.19,747.72,931.63,1584.53,1892.89,2469.37,1682.77,2218.27,3042.89,2996.67,4781.02,4187.04,6556.2,6325.0,8888.26,8389.47,8143.75,10022.51,10511.39,8716.19,10425.32
Indag Rubber,22.05,13.13,34.13,12.47,15.09,19.95,4.2,8.01,4.73,5.12,7.93,,3.41,1.31,2.22,13.07,10.55,14.96,31.76,10.47,50.82,48.43,95.5,105.53,151.73,387.84,433.13,533.79,426.17,280.35,138.21,235.99,163.01,259.09
India Cements,,,599.63,322.56,595.44,766.75,981.19,476.12,371.56,488.98,1165.24,516.34,422.14,180.72,507.96,930.1,3146.92,3569.99,5265.33,2992.35,4048.58,2936.61,3418.9,2572.62,1870.72,2655.56,2647.88,4993.19,4364.98,3353.09,3283.36,5190.78,6489.25,5730.0
Incab Inds.,,28.31,156.24,26.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian CardCloth,,42.25,130.0,32.5,70.53,50.05,38.68,22.07,15.24,14.67,14.56,13.99,15.02,16.84,33.67,72.8,119.92,72.44,68.68,21.7,68.98,50.94,55.1,43.63,40.43,47.18,99.87,91.68,66.93,54.4,38.97,80.21,167.6,125.54
IFB Industries,,53.0,140.0,74.36,343.17,235.14,133.46,,24.66,7.37,6.29,2.22,1.53,3.46,4.52,16.65,35.25,30.94,65.4,74.37,311.97,494.14,280.96,328.62,320.72,2364.34,1285.9,2608.68,4659.8,3960.02,1075.0,4488.6,4217.52,3005.98
Indian Hotels Co,,147.8,753.78,588.82,2095.8,2275.44,3203.52,2892.19,2682.38,1439.33,1096.42,1149.21,790.05,821.41,1890.3,2922.44,7689.55,8529.16,8091.23,2850.2,7419.49,6394.99,4849.41,4320.13,5838.23,9435.64,9823.49,12563.78,15145.21,18356.2,8907.55,13188.88,33862.33,46077.79
Indian Hume Pipe,,9.3,16.9,18.59,16.49,50.44,25.22,19.63,15.33,13.58,12.11,8.73,13.78,24.83,82.94,104.16,127.88,174.92,265.81,125.99,352.94,308.85,248.41,233.15,296.86,638.05,765.71,1918.02,1517.12,1422.89,573.37,837.89,863.09,588.39
Linde India,,,328.5,124.1,449.96,286.34,152.71,326.38,185.52,,166.87,88.1,112.15,107.49,183.07,446.87,838.04,635.59,997.55,1123.99,1501.78,2908.05,2289.77,3220.6,2802.73,3782.59,2698.69,3022.32,4550.11,5812.68,5648.95,8283.67,21241.54,34379.78
Singer India,7.2,21.5,100.0,24.4,48.29,46.98,54.81,34.45,30.46,25.84,14.76,10.18,6.54,10.88,11.68,26.67,12.64,9.66,13.23,20.89,33.88,43.87,42.1,101.49,110.46,152.72,189.67,214.75,268.31,268.58,92.66,201.43,307.25,405.1
Gillette India,,58.46,473.0,274.04,351.0,289.58,250.97,514.8,952.38,1154.44,2161.77,890.22,845.06,1022.51,2292.22,2205.2,2392.11,3001.21,2680.2,2581.29,5643.45,6892.13,7683.58,6849.28,6964.32,14878.64,14908.95,16650.56,20991.06,24372.59,16226.89,18509.49,16324.33,16563.22
IAG Glass Compan,20.93,71.65,160.99,51.52,47.33,25.76,18.03,9.66,3.35,4.02,1.16,2.77,,1.74,2.45,5.86,8.26,,,,10.43,6.31,2.67,,,,,,,,,,,
Indo Gulf Inds.,,11.07,43.05,14.08,24.32,28.48,22.96,15.79,10.22,10.41,7.02,,,,,,,,,,,,,,,,,,,,,,,
Panasonic Carbon,,14.69,50.0,15.63,18.0,36.0,31.2,32.64,40.44,32.4,29.04,14.4,23.04,30.29,38.81,53.14,61.82,48.62,50.62,41.78,70.49,74.88,58.66,68.81,66.62,108.14,211.1,234.05,268.2,171.29,131.47,196.87,193.13,161.45
Castrol India,,,610.7,1591.76,2340.36,3376.63,2346.5,2561.08,4600.38,4683.74,3768.6,3374.64,2316.86,2596.44,2941.4,2692.88,3119.44,2817.76,4459.08,4148.12,7490.11,11350.15,10255.94,14742.83,15319.0,24797.3,21854.66,18815.58,19104.9,14980.26,12794.3,12185.99,12151.37,12181.04
Ingersoll-Rand,362.94,528.63,1104.6,947.04,1815.16,1231.15,846.02,883.9,1361.37,1720.46,711.7,380.24,450.48,616.84,666.4,891.32,1265.72,876.8,847.92,829.13,1091.94,1403.36,1464.76,1228.15,1450.71,3186.95,2039.61,2439.89,2064.23,1969.05,1949.32,2157.04,5043.62,8244.61
Intl. Combustion,,9.18,32.4,,19.44,33.48,15.66,13.5,3.89,3.76,1.88,0.93,0.63,1.92,5.23,17.45,84.09,66.0,81.22,22.07,85.84,56.89,56.67,38.38,39.83,50.19,65.84,144.61,89.0,60.3,23.25,37.18,73.66,103.33
Tata Inv.Corpn.,27.79,35.73,480.6,126.8,284.62,257.04,275.4,239.9,165.24,130.52,115.1,105.66,169.04,174.46,424.83,698.29,1475.06,1171.3,1678.03,792.75,2377.75,2461.45,2438.73,2370.4,2515.04,3157.78,2585.29,3488.11,4076.02,4236.34,3354.72,5240.41,6858.7,8838.49
ION Exchange,,,63.0,35.88,101.66,126.9,124.79,95.05,67.93,48.33,33.78,15.7,21.61,20.69,30.28,64.28,115.75,151.31,182.05,86.23,176.44,175.13,146.38,136.38,138.49,377.84,450.11,570.17,729.89,583.81,883.45,1916.13,2410.54,5004.85
Tata Steel Long,,38.4,192.0,73.2,60.0,84.7,43.12,28.88,26.95,20.25,22.18,27.87,24.64,50.44,136.29,288.83,214.6,146.99,382.61,190.96,578.66,528.68,465.08,459.38,781.17,1116.81,722.34,1076.77,1422.5,1172.71,856.0,3261.18,3235.47,2850.09
ITC,,902.22,10038.78,5442.54,8243.64,6920.94,5570.81,8791.81,17522.27,23632.98,18037.64,19986.19,17096.49,15580.75,25793.4,33355.91,73205.67,56583.49,77765.06,69750.91,100475.93,140407.81,177360.41,244244.64,280707.59,260865.08,263988.63,340673.38,312307.91,363713.59,211426.38,268948.25,309067.25,476552.34
IVP,14.89,29.84,137.6,51.6,82.56,82.56,32.68,33.02,28.41,50.62,41.32,29.96,20.66,17.1,31.35,48.19,37.6,24.43,32.59,14.47,34.92,41.78,43.49,39.25,39.67,46.02,86.26,183.51,198.44,131.19,33.37,100.51,152.99,124.27
J B Chem & Pharm,23.23,54.54,101.0,95.45,169.4,169.4,82.28,66.79,105.27,132.37,181.77,132.09,247.32,240.58,500.03,664.08,936.08,663.83,420.91,309.99,597.2,1122.16,517.52,622.97,1087.77,1697.01,2115.41,2943.25,2583.98,2885.31,3928.64,9688.08,12173.48,15250.35
JK Tyre & Indust,,117.94,308.88,291.94,523.95,314.59,,118.4,69.49,66.72,116.5,74.33,76.05,138.63,208.84,391.08,549.79,388.88,,146.17,800.26,384.53,348.8,416.76,734.36,2392.88,1909.77,2980.33,3666.44,2259.17,1004.62,2680.22,2888.29,3815.35
Jaykay Enter.,217.13,155.46,574.52,103.64,252.9,271.63,215.82,60.28,19.72,19.35,20.84,21.21,21.95,19.35,31.78,52.69,33.49,36.99,27.09,14.63,21.32,18.9,18.53,13.0,10.29,11.85,14.59,31.94,21.43,21.8,10.92,164.45,287.93,232.38
JCT,,971.52,2265.48,1062.42,1699.86,2631.2,968.76,406.64,241.59,354.02,,153.09,,109.98,139.19,443.35,457.44,276.32,266.02,57.85,112.75,104.85,52.78,70.98,94.1,167.59,284.79,298.46,165.68,141.69,66.24,89.71,352.54,144.14
Jagatjit Inds.,,48.48,99.99,57.57,115.14,145.38,79.96,232.37,373.27,415.79,242.26,187.87,191.83,94.68,120.63,216.85,384.36,330.86,317.09,259.7,286.13,327.67,270.44,221.52,253.59,178.14,325.82,293.05,436.35,179.52,87.69,185.98,290.51,432.63
Jay Shree Tea,,110.7,202.95,159.9,206.03,147.6,98.4,70.11,107.01,84.19,112.55,64.58,44.44,31.74,52.18,97.31,180.06,127.61,116.46,98.9,340.07,353.64,253.86,247.36,244.47,207.65,235.81,315.66,248.8,187.14,88.66,191.19,266.85,227.95
Jenson & Nich.,,,,10.69,28.72,34.58,27.58,14.28,17.37,13.66,11.96,,19.46,15.72,13.81,30.58,27.73,18.75,24.85,12.65,21.33,14.22,10.82,10.44,8.23,22.98,26.95,50.94,,,,,,
Jyoti,,5.09,39.38,14.17,31.19,18.02,11.33,11.35,14.97,7.73,7.53,4.83,6.47,2.66,6.92,21.98,221.49,125.66,97.32,35.11,74.64,157.34,116.74,81.02,93.27,94.22,117.94,87.19,112.46,25.15,5.77,24.04,20.76,35.7
K C P,,,,,,,149.52,,47.7,47.7,32.87,22.05,19.4,18.69,28.68,104.49,229.87,281.69,551.78,166.57,376.64,330.04,418.99,367.43,428.02,758.06,1068.11,1339.49,1685.0,1131.28,559.52,1082.94,1495.49,1323.63
Kirl.Pneumatic,,4.78,19.44,4.86,17.43,19.92,13.94,8.97,21.22,8.05,5.89,6.87,4.61,7.7,32.93,146.95,506.22,476.17,558.54,209.93,533.44,515.01,623.7,564.96,532.22,701.39,860.6,1510.43,963.0,1316.54,606.57,1651.35,2630.01,3621.16
